region	month	monthName	workType	category	plants	growMethod	text	detail	source
ural-sibir	oktyabr	ОКТЯБРЬ	obrabotka	dekor	gortenziya,roza	grunt	Профилактическая обработка роз и молодых гортензий фунгицидом перед укрытием на зиму. Осмотр вечнозелёных на вредителей перед укрытием.		авто (сдвиг месяца от средней полосы, не пересмотрено)
ural-sibir	oktyabr	ОКТЯБРЬ	obrabotka	dekor	tuya,mozhzhevelnik,samshit	grunt	Обработка от снежного шютте медьсодержащим препаратом до устойчивых морозов.	ХОМ (40 г на 10 л воды, не выше +30°C) или «Абига-Пик» (+5…+25°C) по кроне хвойных — последняя обработка сезона, проводится по сухой хвое незадолго до устойчивых морозов.	supersadovnik.ru, dacha6.ru — влагозарядковый полив хвойных перед зимой (2026-09)
ural-sibir	dekabr	ДЕКАБРЬ	obrabotka	ogorod	kartofel,morkov,svekla,luk,chesnok	grunt	Контроль хранящегося урожая (картофель, морковь, свёкла, лук, чеснок) на гнили и вредителей (проволочник, плодожорка в хранилище).		авто (сдвиг месяца от средней полосы, не пересмотрено)
ural-sibir	dekabr	ДЕКАБРЬ	obrabotka	dekor	gortenziya,roza	grunt	Периодический осмотр укрытых роз и гортензий на выпревание и плесень.		авто (сдвиг месяца от средней полосы, не пересмотрено)
ural-sibir	fevral	ФЕВРАЛЬ	udobrenie	ogorod	tomat,perets	rassada,grunt	Подкормка рассады томата, перца после появления 2-го настоящего листа комплексным удобрением (NPK) в слабой концентрации.	«Кристалон» или «Фертика Люкс» (NPK ~16:16:16 или аналог) в половинной от указанной на упаковке концентрации — молодые корни в этом возрасте легко обжечь избытком солей. Поливают под корень по уже влажной почве (не сразу после пересушки), примерно раз в 10-14 дней до высадки в грунт.	авто (сдвиг месяца от средней полосы, не пересмотрено)
ural-sibir	aprel	АПРЕЛЬ	udobrenie	ogorod	tomat,ogurets,kapusta,perets	rassada,grunt	Подкормка рассады томата, перца, капусты комплексным удобрением каждые 10-14 дней. Внесение перегноя/компоста в теплицы под будущую посадку огурца.	«Кемира Люкс» или «Фертика Универсал» (NPK ~16:16:16) — по инструкции на упаковке, обычно 1-2 ст. ложки на 10 л воды, полив под корень раз в 10-14 дней. Для самых молодых сеянцев (до 3 недель) концентрацию снижают вдвое.	авто (сдвиг месяца от средней полосы, не пересмотрено)
ural-sibir	aprel	АПРЕЛЬ	udobrenie	dekor	barbaris,spireya,doren,puzyreplodnik,gortenziya,veygela,chubushnik,roza	grunt	Подкормка азотным удобрением (мочевина, аммиачная селитра) сразу после снятия зимних укрытий, по спящим почкам — роза, спирея, барбарис, пузыреплодник, дёрен, вейгела, чубушник, гортензия — для стимуляции роста побегов.	Мочевина (карбамид, 15-20 г/м²) или аммиачная селитра (20-25 г/м²) — рассыпают по влажной почве вокруг куста сразу после снятия укрытия, слегка заделывают. Гранулы не должны попадать на кору у корневой шейки — риск ожога.	авто (сдвиг месяца от средней полосы, не пересмотрено)
ural-sibir	aprel	АПРЕЛЬ	udobrenie	dekor	tuya,mozhzhevelnik,el,sosna	grunt	Подкормка специализированным удобрением для хвойных (с магнием) при плюсовых температурах — туя, можжевельник, ель, сосна.	Например, «Фертика Хвойное» (NPK 10:7:14 + Mg + S) — гранулы рассыпают по проекции кроны из расчёта 60 г/м² и слегка заделывают в почву или мульчу. Повышенное содержание магния и серы поддерживает насыщенный цвет хвои. Вносится в апреле-мае и, при необходимости, повторно в сентябре калийной формой без азота. Летние подкормки не проводят (избыток азота летом снижает морозостойкость и провоцирует грибковые заболевания), органику (навоз, свежий компост) не вносят — закисление и ожог корней.	авто (сдвиг месяца от средней полосы, не пересмотрено)
ural-sibir	may	МАЙ	udobrenie	ogorod	kartofel,kapusta,morkov,svekla,luk,chesnok	grunt	Внесение перегноя/компоста и комплексного минерального удобрения при перекопке грядок под картофель, капусту, свёклу, морковь, лук, чеснок. Подкормка чеснока и лука азотом (аммиачная селитра) после отрастания перьев.	Перегной или компост — 3-4 кг/м², комплексное минеральное удобрение (нитроаммофоска) — 30-40 г/м² под перекопку. Аммиачную селитру под чеснок и лук (15-20 г/м²) вносят по влажной почве, не допуская попадания гранул на перья — может вызвать ожог.	авто (сдвиг месяца от средней полосы, не пересмотрено)
ural-sibir	may	МАЙ	udobrenie	dekor	hosta,tuya,samshit,klen,paporotnik,astilba,brunnera,geyhera	grunt	Подкормка комплексным удобрением с преобладанием азота — хоста, папоротник, астильба, бруннера, гейхера, клён. Первая подкормка самшита и туи после схода снега.	Комплексное удобрение с преобладанием азота, например «Азофоска» (NPK 16:16:16), — 20-30 г/м² по норме на упаковке. Самшит и тую после схода снега подкармливают тем же комплексным удобрением или специализированным «Фертика Хвойное», рассыпая по поверхности почвы и слегка заделывая — не допуская контакта гранул с корой у корневой шейки.	авто (сдвиг месяца от средней полосы, не пересмотрено)
ural-sibir	may	МАЙ	udobrenie	dekor	tuya,mozhzhevelnik,samshit	grunt	Продолжение весенней подкормки удобрением для хвойных (медленнодействующее гранулированное, апрель-май — по данным производителей специализированных хвойных удобрений это основное окно, повторно можно подкормить калийной формой в сентябре).	Например, «Фертика Хвойное» (NPK 10:7:14 + Mg + S) — гранулы рассыпают по проекции кроны из расчёта 60 г/м² и слегка заделывают в почву или мульчу. Повышенное содержание магния и серы поддерживает насыщенный цвет хвои. Вносится в апреле-мае и, при необходимости, повторно в сентябре калийной формой без азота.	авто (сдвиг месяца от средней полосы, не пересмотрено)
ural-sibir	iyun	ИЮНЬ	udobrenie	ogorod	tomat,ogurets,kartofel,kapusta,perets,kabachok	rassada,grunt	Подкормка высаженной рассады томата, перца, капусты через 10-14 дней после посадки (настой коровяка или комплексное удобрение). Подкормка картофеля при окучивании (зола, комплексное удобрение). Подкормка огурца и кабачка органикой при появлении 3-4 листьев.	Настой коровяка (1:10 с водой, настоять сутки) или комплексное удобрение «Кемира Люкс» по инструкции. Картофелю при окучивании — древесная зола (1 стакан на куст) или тот же комплекс. Огурцу и кабачку при 3-4 листьях — настой коровяка (1:10) или настой крапивы.	авто (сдвиг месяца от средней полосы, не пересмотрено)
ural-sibir	iyun	ИЮНЬ	udobrenie	dekor	spireya,gortenziya,veygela,chubushnik,roza	grunt	Подкормка роз после первой обрезки (азотно-калийное удобрение). Подкормка гортензии удобрением для гортензий (влияет на цвет у некоторых видов). Подкормка вейгелы, чубушника, спиреи после начала цветения азотно-фосфорным составом.	Розам — азотно-калийное удобрение, например «Фертика для роз» по норме на упаковке. Гортензии — специализированное удобрение для гидрангий: кислая формула (с сульфатом алюминия) усиливает синий оттенок соцветий у крупнолистной гортензии, нейтральная сохраняет розовый. Вейгеле, чубушнику, спирее — азотно-фосфорный состав по инструкции.	авто (сдвиг месяца от средней полосы, не пересмотрено)
ural-sibir	iyun	ИЮНЬ	udobrenie	dekor	tuya,mozhzhevelnik,samshit	grunt	При слабом росте — некорневая подкормка хелатом железа.	Хелат железа («Феровит» или «Микро-Fe») — 2-3 г на литр воды, опрыскивание по листу в утренние или вечерние часы (не в жару и не под прямым солнцем — риск ожога).	авто (сдвиг месяца от средней полосы, не пересмотрено)
ural-sibir	iyun	ИЮНЬ	udobrenie	ogorod	tomat,kapusta,morkov,svekla	grunt	Подкормка томата фосфорно-калийным удобрением в период цветения и завязи плодов. Подкормка капусты, свёклы, моркови комплексным удобрением.	Томату в период цветения и завязи — сульфат калия (15-20 г на 10 л воды) или монофосфат калия. Капусте, свёкле, моркови — комплексное удобрение («Кемира» или нитроаммофоска, 25-30 г/м²) под рыхление.	авто (сдвиг месяца от средней полосы, не пересмотрено)
ural-sibir	iyun	ИЮНЬ	udobrenie	dekor	hosta,klen,bereskleet,roza,astilba	grunt	Подкормка роз фосфорно-калийным удобрением для обильного цветения. Подкормка хосты, астильбы органикой или комплексным удобрением. Внекорневая подкормка клёна и бересклета при бледности листвы.	Розам — фосфорно-калийное удобрение («Фертика для роз», без азота). Хосте, астильбе — настой коровяка (1:10) или комплексное гранулированное удобрение. Клёну и бересклету при бледности листвы — внекорневая подкормка хелатом железа (2-3 г/л) по листу.	авто (сдвиг месяца от средней полосы, не пересмотрено)
ural-sibir	iyul	ИЮЛЬ	udobrenie	ogorod	tomat,kartofel,kapusta,perets	grunt	Подкормка томата и перца калийным удобрением (сульфат калия) для налива плодов. Подкормка капусты поздних сортов. Прекращение азотных подкормок картофеля (для формирования клубней).	Сульфат калия — 20-25 г на 10 л воды, полив под корень для налива плодов томата и перца. Капусте поздних сортов — тот же состав или монофосфат калия. Азотные подкормки картофеля с этого момента прекращают полностью — избыток азота идёт в ботву в ущерб клубням.	авто (сдвиг месяца от средней полосы, не пересмотрено)
ural-sibir	iyul	ИЮЛЬ	udobrenie	dekor	gortenziya,roza	grunt	Повторная подкормка роз фосфорно-калийным удобрением после первой волны цветения. Подкормка гортензии продолжается.	Повторная подкормка роз — «Фертика для роз» или монофосфат калия (15-20 г на 10 л воды) после первой волны цветения, стимулирует повторное цветение. Гортензии — та же специализированная формула, что и в мае.	авто (сдвиг месяца от средней полосы, не пересмотрено)
ural-sibir	avgust	АВГУСТ	udobrenie	ogorod	tomat,kapusta,morkov,svekla	grunt	Последняя подкормка томата калийным удобрением. Прекращение всех азотных подкормок овощных культур (кроме поздней капусты). Подкормка свёклы и моркови калием для лучшей лёжкости.	Последняя подкормка томата — сульфат калия (20 г на 10 л воды) без азота. Свёкле и моркови для лучшей лёжкости — тот же сульфат калия или монофосфат калия. Азотные подкормки всех культур (кроме поздней капусты, которой ещё предстоит нарастить кочан) прекращают полностью.	авто (сдвиг месяца от средней полосы, не пересмотрено)
ural-sibir	avgust	АВГУСТ	udobrenie	dekor	roza	grunt	Фосфорно-калийная подкормка роз для вызревания побегов (последняя за сезон).	Фосфорно-калийное удобрение без азота, например «Фертика Осень» или монофосфат калия (15-20 г на 10 л воды) — последняя подкормка сезона, помогает побегам вызреть и лучше перенести зиму.	авто (сдвиг месяца от средней полосы, не пересмотрено)
ural-sibir	avgust	АВГУСТ	udobrenie	ogorod		grunt	Внесение органики (компост) под перекопку освободившихся грядок.		авто (сдвиг месяца от средней полосы, не пересмотрено)
ural-sibir	avgust	АВГУСТ	udobrenie	dekor	barbaris,spireya,puzyreplodnik,gortenziya,veygela,chubushnik,roza	grunt	Осенняя подкормка фосфорно-калийным удобрением (без азота) для повышения зимостойкости — роза, спирея, барбарис, пузыреплодник, гортензия, вейгела, чубушник.	Фосфорно-калийное удобрение без азота — «Фертика Осень» или монофосфат калия (15-20 г на 10 л воды), полив под корень. Азот в этот период исключают полностью — он стимулирует рост новых побегов, которые не успеют вызреть до морозов.	авто (сдвиг месяца от средней полосы, не пересмотрено)
ural-sibir	avgust	АВГУСТ	udobrenie	dekor	tuya,mozhzhevelnik,samshit	grunt	Осенняя подкормка калийным удобрением (без азота) для повышения морозостойкости туи, можжевельника, ели — по необходимости.	Калийное удобрение без азота — сульфат калия (15-20 г/м²) или специализированное «Фертика Хвойное осеннее», рассыпают по проекции кроны. Повышает морозостойкость хвои и корневой системы.	авто (сдвиг месяца от средней полосы, не пересмотрено)
ural-sibir	sentyabr	СЕНТЯБРЬ	udobrenie	ogorod		grunt	Внесение перегноя/компоста и фосфорно-калийного удобрения под осеннюю перекопку для культур будущего сезона.	Перегной или компост — 3-4 кг/м², фосфорно-калийное удобрение (суперфосфат + сульфат калия, по 20-30 г/м² каждого) под осеннюю перекопку — фосфор и калий медленно доступны растениям и как раз успевают перейти в усвояемую форму к весне.	авто (сдвиг месяца от средней полосы, не пересмотрено)
ural-sibir	yanvar	ЯНВАРЬ	obrezka	dekor	roza,tuya,mozhzhevelnik,samshit,plyushch	grunt	Санитарная обрезка сухих и повреждённых ветвей у роз при оттепелях (если укрытие позволяет); контроль снеговой нагрузки, стряхивание тяжёлого мокрого снега с ветвей туи и можжевельника; при оттепелях — отряхивание снега с ветвей самшита и плюща, чтобы избежать разломов и выпревания; удаление уже сломанных снегом веток у декоративных и хвойных при необходимости.		авто (сдвиг месяца от средней полосы, не пересмотрено)
ural-sibir	aprel	АПРЕЛЬ	obrezka	dekor	barbaris,spireya,doren,puzyreplodnik,gortenziya,bereskleet,lapchatka,veygela,roza	grunt	Во 2-й половине апреля, после схода снега, до распускания почек — санитарная и формирующая обрезка спиреи летнецветущей (весеннецветущие виды обрезают после цветения), барбариса, пузыреплодника, дёрена, бересклета, вейгелы, лапчатки. Обрезка розы (удаление подмёрзших побегов, формировка куста) после снятия укрытия. Обрезка гортензии метельчатой и древовидной (укорачивание побегов прошлого года) — гортензия крупнолистная не обрезается весной (цветёт на старой древесине).	Срезанные при обрезке гортензии ветки можно использовать для размножения — но только прошлогодние (однолетние) побеги, старая многолетняя древесина не укореняется. Два способа: 1) поставить ветки в воду в тёплом помещении на светлый подоконник на срок до 5 суток (ежедневно опрыскивать, раз в несколько дней менять воду и обновлять срез) — почки трогаются в рост, после чего ветки нарезают на черенки с 3-5 почками для укоренения; 2) сразу нарезать срезанные ветки на одревесневшие черенки и укоренять в рыхлой влажной почве — приживаемость ниже, чем у летних зелёных черенков (около 60-65% против более высокой у зелёных).	авто (сдвиг месяца от средней полосы, не пересмотрено)
ural-sibir	aprel	АПРЕЛЬ	obrezka	dekor	tuya,mozhzhevelnik,samshit	grunt	Формирующая стрижка туи и можжевельника до начала сокодвижения, санитарная обрезка сухих веток самшита.		авто (сдвиг месяца от средней полосы, не пересмотрено)
ural-sibir	may	МАЙ	obrezka	dekor	samshit,klen,chubushnik	grunt	"Обрезка чубушника (санитарная, после цветения — основная). Формирующая стрижка самшита в начале роста. Обрезка клёна (декоративные формы) — только санитарная, весенняя обрезка ограничена из-за сильного сокотечения (""плача"")."		авто (сдвиг месяца от средней полосы, не пересмотрено)
ural-sibir	may	МАЙ	obrezka	dekor	tuya,mozhzhevelnik	grunt	Формирующая стрижка туи, можжевельника продолжается до начала активного роста побегов.		авто (сдвиг месяца от средней полосы, не пересмотрено)
ural-sibir	iyun	ИЮНЬ	obrezka	ogorod	tomat,morkov,svekla,redis	grunt	Пасынкование томата (удаление боковых побегов) начинается после высадки и появления пасынков. Прореживание всходов моркови, свёклы, редиса.		авто (сдвиг месяца от средней полосы, не пересмотрено)
ural-sibir	iyun	ИЮНЬ	obrezka	dekor	hosta,barbaris,spireya,doren,astilba	grunt	Обрезка спиреи весеннецветущей (после отцветания). Удаление отцветших цветоносов у хосты, астильбы после цветения. Первая стрижка живой изгороди из барбариса, кизильника.		авто (сдвиг месяца от средней полосы, не пересмотрено)
ural-sibir	iyun	ИЮНЬ	obrezka	dekor	tuya,mozhzhevelnik,samshit	grunt	Вторая стрижка туи, можжевельника для плотности кроны (после начала роста побегов).		авто (сдвиг месяца от средней полосы, не пересмотрено)
ural-sibir	iyun	ИЮНЬ	obrezka	ogorod	tomat,ogurets,chesnok,kabachok,tykva	grunt	Регулярное пасынкование и подвязка томата (каждые 7-10 дней). Прищипка верхушки огурца и кабачка для боковых побегов. Формировка тыквы (прищипка плети после завязи 2-3 плодов). Удаление стрелок чеснока.		авто (сдвиг месяца от средней полосы, не пересмотрено)
ural-sibir	iyun	ИЮНЬ	obrezka	dekor	samshit,barbaris,puzyreplodnik,veygela,chubushnik,roza	grunt	Обрезка вейгелы, чубушника после окончания цветения. Стрижка живых изгородей (барбарис, самшит, пузыреплодник) каждые 3-4 недели. Удаление отцветших соцветий розы (для повторного цветения).		авто (сдвиг месяца от средней полосы, не пересмотрено)
ural-sibir	iyun	ИЮНЬ	obrezka	dekor	tuya,mozhzhevelnik,samshit	grunt	Формирующая стрижка туи, можжевельника, самшита в топиарной форме — плановая летняя стрижка.		авто (сдвиг месяца от средней полосы, не пересмотрено)
ural-sibir	iyul	ИЮЛЬ	obrezka	ogorod	tomat,kabachok,tykva	grunt	Продолжение пасынкования томата, прищипка верхушки в конце июля (для вызревания плодов). Прищипка тыквы и кабачка. Обрезка нижних листьев томата для проветривания и профилактики фитофторы.		авто (сдвиг месяца от средней полосы, не пересмотрено)
ural-sibir	iyul	ИЮЛЬ	obrezka	dekor	spireya	grunt	Повторная стрижка живых изгородей. Обрезка отцветшей спиреи летнецветущей.		авто (сдвиг месяца от средней полосы, не пересмотрено)
ural-sibir	iyul	ИЮЛЬ	obrezka	dekor	tuya,mozhzhevelnik,samshit	grunt	Последняя летняя стрижка туи, можжевельника (до середины июля, чтобы побеги успели вызреть до морозов).		авто (сдвиг месяца от средней полосы, не пересмотрено)
ural-sibir	avgust	АВГУСТ	obrezka	ogorod	tomat,bazilik	grunt	Прищипка верхушек томата (если не сделано в июле) и базилика (для кустистости и предотвращения раннего цветения).		авто (сдвиг месяца от средней полосы, не пересмотрено)
ural-sibir	avgust	АВГУСТ	obrezka	dekor	roza	grunt	Лёгкая корректирующая стрижка живых изгородей (последняя за сезон, до конца августа). Удаление отцветших соцветий роз.		авто (сдвиг месяца от средней полосы, не пересмотрено)
ural-sibir	avgust	АВГУСТ	obrezka	ogorod		grunt	Удаление ботвы после уборки урожая.		авто (сдвиг месяца от средней полосы, не пересмотрено)
ural-sibir	avgust	АВГУСТ	obrezka	dekor	barbaris,spireya,roza	grunt	Санитарная обрезка повреждённых и больных побегов (не формирующая) — роза, спирея, барбарис.		авто (сдвиг месяца от средней полосы, не пересмотрено)
ural-sibir	sentyabr	СЕНТЯБРЬ	obrezka	dekor	hosta,plyushch,paporotnik,astilba,brunnera,geyhera	grunt	Санитарная обрезка многолетников — обрезка отмерших листьев хосты, астильбы, бруннеры, гейхеры по мере естественного отмирания и полегания листвы в конце вегетации. Обрезка папоротника (удаление отмерших вай). Обрезка плюща для зимовки (укорачивание длинных плетей).		авто (сдвиг месяца от средней полосы, не пересмотрено)
ural-sibir	sentyabr	СЕНТЯБРЬ	obrezka	dekor	tuya,mozhzhevelnik,samshit	grunt	Санитарная обрезка сухих/повреждённых ветвей туи, можжевельника перед зимой (без формирующей стрижки).		авто (сдвиг месяца от средней полосы, не пересмотрено)
ural-sibir	oktyabr	ОКТЯБРЬ	obrezka	dekor	gortenziya,roza	grunt	Обрезка роз перед укрытием (укорачивание побегов до 40-50 см, удаление невызревших частей). Санитарная обрезка гортензии (только сухие соцветия, без укорачивания живых побегов); удаление явно сухих веток у прочих декоративных и хвойных при необходимости.		авто (сдвиг месяца от средней полосы, не пересмотрено)
ural-sibir	dekabr	ДЕКАБРЬ	obrezka	dekor	tuya,mozhzhevelnik,samshit	grunt	Визуальный контроль состояния хвои под снегом; снятие снеговой нагрузки — стряхивание снега с ветвей туи, можжевельника (предотвращает поломку веток).		авто (сдвиг месяца от средней полосы, не пересмотрено)
ural-sibir	fevral	ФЕВРАЛЬ	posev	ogorod	tomat,perets,baklazhan	rassada	Посев семян томата, перца и баклажана на рассаду (перец и баклажан — в первую очередь, у них дольше срок до всходов).		авто (сдвиг месяца от средней полосы, не пересмотрено)
ural-sibir	aprel	АПРЕЛЬ	posev	ogorod	tomat,kapusta,bazilik	rassada	Посев на рассаду томата (если не посеян в феврале), капусты и базилика.		авто (сдвиг месяца от средней полосы, не пересмотрено)
ural-sibir	may	МАЙ	posev	ogorod	morkov,svekla,redis,gorokh,ukrop,petrushka,luk,chesnok	grunt	Посев в открытый грунт холодостойких культур при прогреве почвы: морковь, свёкла, редис, горох, укроп, петрушка; посадка лука-севка и ярового чеснока.		авто (сдвиг месяца от средней полосы, не пересмотрено)
ural-sibir	may	МАЙ	posev	sad	yablonya,grusha,sliva,vishnya,smorodina,kryzhovnik,malina,zhimolost,oblepikha,ezhevika,irga,kalina,abrikos,chereshnya	grunt	Весенняя посадка саженцев плодовых деревьев и ягодных кустарников — в 3-й декаде апреля – начале мая, до распускания почек (не затягивать: почва быстро прогревается).		авто (сдвиг месяца от средней полосы, не пересмотрено)
ural-sibir	may	МАЙ	posev	dekor	liliya	grunt	Весенняя посадка луковиц лилий (если не высажены осенью).	Глубина посадки — 3 высоты луковицы (для азиатских и ЛА-гибридов обычно 10-15 см, для трубчатых и ОТ-гибридов чуть глубже). На дно лунки — горсть песка для дренажа: лилии не переносят застоя влаги у донца. Подсохшие луковицы перед посадкой замачивают на 30 минут в растворе фунгицида «Максим».	авто (сдвиг месяца от средней полосы, не пересмотрено)
ural-sibir	iyun	ИЮНЬ	posev	ogorod	tomat,perets,kapusta	rassada	В конце месяца, после угрозы возвратных заморозков — высадка рассады томата, перца, капусты в грунт или теплицу.		авто (сдвиг месяца от средней полосы, не пересмотрено)
ural-sibir	iyun	ИЮНЬ	posev	ogorod	ogurets,kabachok,tykva	grunt	Посев огурца, кабачка, тыквы в грунт (в начале месяца — под плёночное укрытие для подстраховки от заморозков).		авто (сдвиг месяца от средней полосы, не пересмотрено)
ural-sibir	iyun	ИЮНЬ	posev	ogorod	salat,kinza,rukkola,redis,ukrop	grunt	Посев салата, кинзы, рукколы; повторный посев редиса и укропа для конвейера зелени.		авто (сдвиг месяца от средней полосы, не пересмотрено)
ural-sibir	iyun	ИЮНЬ	posev	ogorod	salat,rukkola,ukrop	grunt	Повторные посевы салата, рукколы и укропа каждые 2-3 недели для непрерывного сбора. Редис в июне сеять не стоит — от длинного дня и жары он стрелкуется, не образуя корнеплод; следующий срок посева — конец июля.		авто (сдвиг месяца от средней полосы, не пересмотрено)
ural-sibir	avgust	АВГУСТ	posev	ogorod	morkov,svekla,redis,ukrop,petrushka	grunt	Начало подзимнего посева моркови, свёклы, редиса, укропа, петрушки — в конце месяца, не раньше устойчивого перехода среднесуточной ниже +5 °C, по остывшей, но не промёрзшей почве. В тёплую осень посев откладывают — семена не должны тронуться в рост до зимы.		авто (сдвиг месяца от средней полосы, не пересмотрено)
ural-sibir	avgust	АВГУСТ	posev	ogorod	chesnok	grunt	Посадка озимого чеснока (конец сентября — начало октября, за 3-5 недель до устойчивых холодов).		авто (сдвиг месяца от средней полосы, не пересмотрено)
ural-sibir	avgust	АВГУСТ	posev	sad	yablonya,grusha,sliva,vishnya,smorodina,kryzhovnik,malina,oblepikha,ezhevika,irga,kalina	grunt	Осенняя посадка саженцев плодовых и ягодных культур (за 3-4 недели до устойчивых заморозков).		авто (сдвиг месяца от средней полосы, не пересмотрено)
ural-sibir	avgust	АВГУСТ	posev	dekor	liliya	grunt	Основной срок посадки луковиц лилий (сентябрь — начало октября).	Глубина посадки — 3 высоты луковицы (для азиатских и ЛА-гибридов обычно 10-15 см, для трубчатых и ОТ-гибридов чуть глубже). На дно лунки — горсть песка для дренажа: лилии не переносят застоя влаги у донца. Подсохшие луковицы перед посадкой замачивают на 30 минут в растворе фунгицида «Максим».	авто (сдвиг месяца от средней полосы, не пересмотрено)
ural-sibir	sentyabr	СЕНТЯБРЬ	posev	ogorod	morkov,svekla,redis,ukrop,petrushka,chesnok,luk	grunt	Продолжение подзимнего посева моркови, свёклы, редиса, зелени; посадка озимого чеснока и лука-севка под зиму, если не сделано в сентябре.		авто (сдвиг месяца от средней полосы, не пересмотрено)
ural-sibir	oktyabr	ОКТЯБРЬ	posev	ogorod	morkov,svekla,ukrop,petrushka	grunt	Завершающий подзимний посев по уже подмёрзшей почве (в оттепель не сеют — семена могут прорасти раньше срока и погибнуть).		авто (сдвиг месяца от средней полосы, не пересмотрено)
ural-sibir	iyun	ИЮНЬ	poliv	ogorod	tomat,perets,kapusta,ogurets,kabachok,tykva	rassada,grunt	Регулярный умеренный полив высаженной рассады и всходов, особенно в жаркие дни.		авто (сдвиг месяца от средней полосы, не пересмотрено)
ural-sibir	iyun	ИЮНЬ	poliv	ogorod	tomat,ogurets,kapusta,kabachok	grunt	Обильный полив в жару под корень, без попадания на листья — профилактика фитофторы и мучнистой росы. Частота — каждые 2-3 дня в засуху.		авто (сдвиг месяца от средней полосы, не пересмотрено)
ural-sibir	iyun	ИЮНЬ	poliv	sad	smorodina,kryzhovnik,malina,zhimolost,yablonya,grusha,sliva,vishnya,klubnika,vinograd,oblepikha,ezhevika,abrikos,chereshnya	grunt	Полив плодовых и ягодных в засуху, особенно важен в период налива плодов.		авто (сдвиг месяца от средней полосы, не пересмотрено)
ural-sibir	iyul	ИЮЛЬ	poliv	ogorod	tomat,ogurets,kapusta,kabachok,morkov,svekla	grunt	Продолжение регулярного полива в жару; для корнеплодов — равномерный, без резких перепадов (иначе растрескивание).		авто (сдвиг месяца от средней полосы, не пересмотрено)
ural-sibir	iyul	ИЮЛЬ	poliv	dekor	gortenziya,hosta,astilba	grunt	Усиленный полив влаголюбивых декоративных — гортензия, хоста, астильба страдают от засухи быстрее других.		авто (сдвиг месяца от средней полосы, не пересмотрено)
ural-sibir	sentyabr	СЕНТЯБРЬ	poliv	sad	yablonya,grusha,sliva,vishnya,smorodina,kryzhovnik,malina,oblepikha,ezhevika,irga,kalina,abrikos,chereshnya	grunt	Влагозарядковый полив плодовых и ягодных перед зимой при отсутствии осенних дождей.		авто (сдвиг месяца от средней полосы, не пересмотрено)
ural-sibir	oktyabr	ОКТЯБРЬ	poliv	dekor	roza,gortenziya,tuya,mozhzhevelnik,samshit	grunt	Влагозарядковый полив декоративных кустарников и вечнозелёных культур перед укрытием на зиму, при отсутствии осенних дождей.		supersadovnik.ru, dacha6.ru — влагозарядковый полив хвойных перед зимой (2026-09)
ural-sibir	may	МАЙ	mulcha	ogorod	tomat,perets,kapusta,ogurets,kabachok,tykva	grunt,rassada	Мульчирование грядок после посадки/посева — сохранение влаги и подавление сорняков.		авто (сдвиг месяца от средней полосы, не пересмотрено)
ural-sibir	may	МАЙ	mulcha	sad	smorodina,kryzhovnik,malina,yablonya,grusha,sliva,vishnya,klubnika,oblepikha,ezhevika,irga,kalina,abrikos,chereshnya	grunt	Мульчирование приствольных кругов и посадок ягодных кустарников после весенней подкормки.	Мульча слоем 5-7 см — перегной, компост или измельчённая кора, приствольный круг/ряд после подкормки и полива. Удерживает влагу, подавляет сорняки и постепенно перегнивает, дополнительно питая растение.	авто (сдвиг месяца от средней полосы, не пересмотрено)
ural-sibir	sentyabr	СЕНТЯБРЬ	mulcha	sad	smorodina,kryzhovnik,malina,yablonya,grusha,sliva,vishnya,klubnika,oblepikha,ezhevika,irga,kalina,abrikos,chereshnya	grunt	Мульчирование приствольных кругов на зиму (утепление корневой системы) торфом или компостом.		авто (сдвиг месяца от средней полосы, не пересмотрено)
ural-sibir	sentyabr	СЕНТЯБРЬ	mulcha	dekor	pion,floks,hosta,astilba,brunnera,geyhera	grunt	Мульчирование многолетников на зиму после осенней обрезки.		авто (сдвиг месяца от средней полосы, не пересмотрено)
ural-sibir	sentyabr	СЕНТЯБРЬ	mulcha	dekor	tuya,mozhzhevelnik,samshit	grunt	Мульчирование приствольных кругов хвойных торфом или компостом.		авто (сдвиг месяца от средней полосы, не пересмотрено)
ural-sibir	sentyabr	СЕНТЯБРЬ	ukrytie	sad	yablonya,grusha,sliva,vishnya,abrikos,chereshnya	grunt	Обвязка стволов молодых плодовых деревьев от грызунов и морозобоин, побелка штамбов.		авто (сдвиг месяца от средней полосы, не пересмотрено)
ural-sibir	sentyabr	СЕНТЯБРЬ	ukrytie	sad	malina	grunt	Пригибание побегов малины к земле для укрытия снегом.		авто (сдвиг месяца от средней полосы, не пересмотрено)
ural-sibir	oktyabr	ОКТЯБРЬ	ukrytie	dekor	pion	grunt	Лёгкое укрытие пионов лапником при бесснежных морозах (в средней полосе обычно достаточно мульчи).		авто (сдвиг месяца от средней полосы, не пересмотрено)
ural-sibir	oktyabr	ОКТЯБРЬ	ukrytie	dekor	roza,gortenziya	grunt	Укрытие роз и гортензий на зиму.		авто (сдвиг месяца от средней полосы, не пересмотрено)
ural-sibir	aprel	АПРЕЛЬ	ukrytie	dekor	roza,gortenziya	grunt	Снятие зимних укрытий с роз и гортензии — постепенно, по частям, в несколько приёмов.		авто (сдвиг месяца от средней полосы, не пересмотрено)
